,Export(MW)
2019-10-18 18,14638.169166666668
2019-10-18 19,14718.465833333334
2019-10-18 20,14610.268333333335
2019-10-18 21,14388.53083333333
2019-10-18 22,15104.978333333333
2019-10-18 23,14416.463333333333
2019-10-19 00,12486.437500000002
2019-10-19 01,12680.991666666669
2019-10-19 02,12688.1025
2019-10-19 03,12985.720000000001
2019-10-19 04,13046.281666666668
2019-10-19 05,13997.064166666665
2019-10-19 06,14765.278333333334
2019-10-19 07,14826.144999999999
2019-10-19 08,13913.539999999999
2019-10-19 09,14337.890833333331
2019-10-19 10,13830.485833333334
2019-10-19 11,14043.934166666668
2019-10-19 12,14598.414166666667
2019-10-19 13,14510.21833333333
2019-10-19 14,14740.61166666667
2019-10-19 15,13694.713333333333
2019-10-19 16,14466.135
2019-10-19 17,17154.98416666667
2019-10-19 18,17379.983333333334
2019-10-19 19,17356.353333333333
2019-10-19 20,16948.88083333333
2019-10-19 21,16523.579999999998
2019-10-19 22,16980.897500000003
2019-10-19 23,15852.305
2019-10-20 00,14080.615000000003
2019-10-20 01,14253.588333333333
2019-10-20 02,13758.6025
2019-10-20 03,13793.704999999996
2019-10-20 04,13374.888333333334
2019-10-20 05,13311.158333333333
2019-10-20 06,12863.064166666665
2019-10-20 07,13694.3525
2019-10-20 08,14369.029166666667
2019-10-20 09,14707.805
2019-10-20 10,15601.207499999999
2019-10-20 11,15956.188333333334
2019-10-20 12,16118.571666666665
2019-10-20 13,16106.985
2019-10-20 14,16561.9725
2019-10-20 15,16007.1325
2019-10-20 16,15214.839999999998
2019-10-20 17,15146.5175
2019-10-20 18,15144.996666666666
2019-10-20 19,14519.94
2019-10-20 20,15323.355833333333
2019-10-20 21,15206.225
2019-10-20 22,15780.533333333333
2019-10-20 23,14842.24416666667
2019-10-21 00,16197.583333333328
2019-10-21 01,16267.94333333333
2019-10-21 02,16362.787499999999
2019-10-21 03,15487.688333333334
2019-10-21 04,15510.866666666667
2019-10-21 05,15647.328333333338
2019-10-21 06,16971.927499999998
2019-10-21 07,17876.396666666667
2019-10-21 08,16250.484999999999
2019-10-21 09,15717.78
2019-10-21 10,16363.051666666666
2019-10-21 11,15521.354999999998
2019-10-21 12,15122.363333333335
2019-10-21 13,15907.078333333331
2019-10-21 14,11851.387499999999
2019-10-21 15,15616.059999999998
2019-10-21 16,16033.890833333333
2019-10-21 17,18594.126666666667
2019-10-21 18,18618.504166666666
2019-10-21 19,18861.090833333332
2019-10-21 20,18158.985
2019-10-21 21,17537.585000000003
2019-10-21 22,17090.602499999997
2019-10-21 23,16148.459166666666
2019-10-22 00,15969.750833333334
2019-10-22 01,15486.540000000003
2019-10-22 02,14981.796666666663
2019-10-22 03,15152.7975
2019-10-22 04,14693.943333333335
2019-10-22 05,15664.480833333333
2019-10-22 06,16870.55
2019-10-22 07,17107.36583333333
2019-10-22 08,16510.0125
2019-10-22 09,16696.61333333333
2019-10-22 10,13425.300833333333
2019-10-22 11,7614.900000000001
2019-10-22 12,15130.788333333332
2019-10-22 13,15324.740000000003
2019-10-22 14,15711.232499999996
2019-10-22 15,16357.758333333331
2019-10-22 16,17673.868333333336
2019-10-22 17,19252.327500000003
2019-10-22 18,19824.16083333333
2019-10-22 19,18097.7825
2019-10-22 20,16958.647500000003
2019-10-22 21,17054.895833333332
2019-10-22 22,17207.345833333333
2019-10-22 23,16712.834166666667
2019-10-23 00,15476.675833333333
2019-10-23 01,15082.027500000002
2019-10-23 02,15138.087500000001
2019-10-23 03,14833.835000000001
2019-10-23 04,14459.303333333331
2019-10-23 05,14765.578333333331
2019-10-23 06,16219.129166666666
2019-10-23 07,16659.303333333337
2019-10-23 08,15806.531666666668
2019-10-23 09,15884.359999999999
2019-10-23 10,15926.144166666667
2019-10-23 11,16507.147500000003
2019-10-23 12,15328.230000000001
2019-10-23 13,15995.701666666666
2019-10-23 14,16030.816666666666
2019-10-23 15,15589.528333333334
2019-10-23 16,17021.83916666667
2019-10-23 17,17036.37916666667
2019-10-23 18,16972.23
2019-10-23 19,16723.146666666664
2019-10-23 20,17051.79916666666
2019-10-23 21,16343.0525
2019-10-23 22,15313.820833333333
2019-10-23 23,14270.019999999999
2019-10-24 00,13223.999166666666
2019-10-24 01,14505.76
2019-10-24 02,14722.429166666669
2019-10-24 03,14821.279999999999
2019-10-24 04,15024.989166666666
2019-10-24 05,15415.669166666667
2019-10-24 06,17500.263333333336
2019-10-24 07,17041.91083333333
2019-10-24 08,15842.156666666664
2019-10-24 09,16492.184166666666
2019-10-24 10,16073.855833333335
2019-10-24 11,15305.268333333332
2019-10-24 12,16040.7475
2019-10-24 13,15716.643333333333
2019-10-24 14,16358.113333333335
2019-10-24 15,16496.311666666665
2019-10-24 16,17228.453333333335
2019-10-24 17,18429.96166666667
2019-10-24 18,18577.4725
2019-10-24 19,18485.885
2019-10-24 20,18925.070833333335
2019-10-24 21,17926.270833333336
2019-10-24 22,15890.295833333337
2019-10-24 23,15410.724166666667
2019-10-25 00,14532.235833333332
2019-10-25 01,14261.158333333335
2019-10-25 02,13879.706666666667
2019-10-25 03,13650.551666666666
2019-10-25 04,13749.755833333335
2019-10-25 05,14533.778333333334
2019-10-25 06,16944.071666666667
2019-10-25 07,17083.1875
2019-10-25 08,15789.053333333331
2019-10-25 09,15484.576666666668
2019-10-25 10,14206.516666666665
2019-10-25 11,14290.150833333333
2019-10-25 12,14460.710000000001
2019-10-25 13,15311.313333333332
2019-10-25 14,15485.5225
2019-10-25 15,16080.546666666667
2019-10-25 16,17642.201666666668
2019-10-25 17,20102.388333333332
2019-10-25 18,20447.9175
2019-10-25 19,20645.908333333336
2019-10-25 20,20041.083333333332
2019-10-25 21,18823.593333333334
2019-10-25 22,17995.742500000004
2019-10-25 23,16340.088333333335
2019-10-26 00,15063.345833333333
2019-10-26 01,14971.061666666663
2019-10-26 02,14988.399166666664
2019-10-26 03,14525.028333333335
2019-10-26 04,13319.7425
2019-10-26 05,14810.791666666666
2019-10-26 06,16047.824999999999
2019-10-26 07,16407.8775
2019-10-26 08,15942.85416666667
2019-10-26 09,15352.258333333331
2019-10-26 10,15343.876666666665
2019-10-26 11,15020.621666666668
2019-10-26 12,14913.332499999999
2019-10-26 13,14267.745833333334
2019-10-26 14,14217.070833333333
2019-10-26 15,14328.269166666665
2019-10-26 16,15394.971666666665
2019-10-26 17,17906.48083333333
2019-10-26 18,17727.3075
2019-10-26 19,17991.99833333333
2019-10-26 20,18662.614166666666
2019-10-26 21,16794.57083333333
2019-10-26 22,16295.754166666666
2019-10-26 23,15318.65
2019-10-27 00,14781.890833333331
2019-10-27 01,14524.138333333334
2019-10-27 02,14306.710833333333
2019-10-27 03,14158.730000000001
2019-10-27 04,13547.029166666665
2019-10-27 05,13445.215833333334
2019-10-27 06,13980.097500000002
2019-10-27 07,14210.184166666666
2019-10-27 08,16181.4125
2019-10-27 09,17124.800000000003
2019-10-27 10,17845.758333333335
2019-10-27 11,18108.930833333332
2019-10-27 12,18484.151666666665
2019-10-27 13,18100.175
2019-10-27 14,17852.298333333332
2019-10-27 15,15311.276666666667
2019-10-27 16,15069.297499999999
2019-10-27 17,16250.4975
2019-10-27 18,17564.59833333333
2019-10-27 19,17857.425000000003
2019-10-27 20,16765.94
2019-10-27 21,16269.255833333335
2019-10-27 22,15084.599166666669
2019-10-27 23,14957.491666666669
2019-10-28 00,14220.3275
2019-10-28 01,13888.765000000001
2019-10-28 02,13920.80666666667
2019-10-28 03,13639.469166666664
2019-10-28 04,13801.7525
2019-10-28 05,14531.35
2019-10-28 06,18387.354166666668
2019-10-28 07,19138.123333333333
2019-10-28 08,18161.455833333337
2019-10-28 09,17407.295
2019-10-28 10,16943.746666666662
2019-10-28 11,17240.071666666667
2019-10-28 12,17298.4525
2019-10-28 13,16395.246666666666
2019-10-28 14,16306.848333333335
2019-10-28 15,16228.3575
2019-10-28 16,16526.060833333333
2019-10-28 17,18113.983333333337
2019-10-28 18,18974.385833333334
2019-10-28 19,19235.17666666667
2019-10-28 20,19252.379166666662
2019-10-28 21,17756.04416666667
2019-10-28 22,16138.9825
2019-10-28 23,15740.622499999998
2019-10-29 00,15759.823333333336
2019-10-29 01,15470.138333333336
2019-10-29 02,15170.960833333333
2019-10-29 03,14851.211666666668
2019-10-29 04,14682.089166666667
2019-10-29 05,15804.258333333331
2019-10-29 06,17806.311666666665
2019-10-29 07,17360.841666666667
2019-10-29 08,17589.90166666667
2019-10-29 09,16799.347500000003
2019-10-29 10,16806.063333333335
2019-10-29 11,16671.560833333333
2019-10-29 12,17065.69916666667
2019-10-29 13,17951.432500000003
2019-10-29 14,18290.782499999998
2019-10-29 15,17960.140833333335
2019-10-29 16,16903.226666666666
2019-10-29 17,15763.543333333333
2019-10-29 18,17278.736666666664
2019-10-29 19,17143.30416666667
2019-10-29 20,17312.079999999998
2019-10-29 21,16551.123333333333
2019-10-29 22,15412.474166666665
2019-10-29 23,14618.939166666665
2019-10-30 00,15742.478333333333
2019-10-30 01,15623.433333333332
2019-10-30 02,15508.192500000005
2019-10-30 03,15409.469166666668
2019-10-30 04,15740.571666666665
2019-10-30 05,17116.1475
2019-10-30 06,17778.24
2019-10-30 07,17947.798333333332
2019-10-30 08,16683.63333333333
2019-10-30 09,17003.78583333333
2019-10-30 10,16313.53
2019-10-30 11,16695.599166666663
2019-10-30 12,16189.488333333333
2019-10-30 13,16740.020833333332
2019-10-30 14,16377.854166666664
2019-10-30 15,16307.4625
2019-10-30 16,16011.58583333333
2019-10-30 17,16918.46666666667
2019-10-30 18,17800.450833333332
2019-10-30 19,18294.919166666667
2019-10-30 20,13433.248333333337
2019-10-30 21,16879.568333333333
2019-10-30 22,17211.0825
2019-10-30 23,16010.859166666667
2019-10-31 00,15599.35
2019-10-31 01,14943.305833333334
2019-10-31 02,15159.318333333335
2019-10-31 03,15130.816666666666
2019-10-31 04,14641.758333333333
2019-10-31 05,16677.28916666667
2019-10-31 06,17909.429166666665
2019-10-31 07,18078.552499999994
2019-10-31 08,18013.0
2019-10-31 09,16604.514166666664
2019-10-31 10,15860.171666666667
2019-10-31 11,16514.496666666662
2019-10-31 12,16738.4725
2019-10-31 13,15974.55333333333
2019-10-31 14,11504.985833333334
2019-10-31 15,15082.529999999997
2019-10-31 16,14485.9325
2019-10-31 17,14860.415
2019-10-31 18,16103.87
2019-10-31 19,15802.656666666668
2019-10-31 20,15499.531666666664
2019-10-31 21,15088.176666666666
2019-10-31 22,15318.675833333335
2019-10-31 23,15168.128333333334
2019-11-01 00,14624.60833333333
2019-11-01 01,14681.917500000001
2019-11-01 02,14749.632500000002
2019-11-01 03,14415.625833333332
2019-11-01 04,14378.545000000004
2019-11-01 05,16697.486666666668
2019-11-01 06,18615.595833333336
2019-11-01 07,17872.719166666666
2019-11-01 08,16285.5875
2019-11-01 09,16148.015833333337
2019-11-01 10,16425.915833333333
2019-11-01 11,16656.31
2019-11-01 12,16669.13333333333
2019-11-01 13,15820.201666666668
2019-11-01 14,15459.805
2019-11-01 15,15044.1425
2019-11-01 16,15234.169999999998
2019-11-01 17,17489.26
2019-11-01 18,16899.763333333332
2019-11-01 19,17167.79
2019-11-01 20,17116.54333333333
2019-11-01 21,15860.389999999998
2019-11-01 22,15222.887499999999
2019-11-01 23,14531.618333333332
2019-11-02 00,14454.714999999998
2019-11-02 01,14307.069166666668
2019-11-02 02,14341.565833333334
2019-11-02 03,14459.094166666664
2019-11-02 04,14632.865
2019-11-02 05,15616.134166666669
2019-11-02 06,16371.725
2019-11-02 07,16303.339166666665
2019-11-02 08,16009.7875
2019-11-02 09,15679.905000000004
2019-11-02 10,15490.97333333333
2019-11-02 11,16350.25583333333
2019-11-02 12,16139.405
2019-11-02 13,17443.368333333336
2019-11-02 14,16405.275833333337
2019-11-02 15,15328.654166666667
2019-11-02 16,14851.878333333336
2019-11-02 17,16290.885833333334
2019-11-02 18,17374.82416666667
2019-11-02 19,18263.2825
2019-11-02 20,18540.82833333333
2019-11-02 21,18197.66
2019-11-02 22,16644.325
2019-11-02 23,15924.100833333332
2019-11-03 00,12327.897500000001
2019-11-03 01,24856.06833333333
2019-11-03 02,12523.7875
2019-11-03 03,12037.620833333332
2019-11-03 04,12166.214166666667
2019-11-03 05,13024.082500000002
2019-11-03 06,12458.731666666667
2019-11-03 07,12784.326666666668
2019-11-03 08,13105.4325
2019-11-03 09,13795.460833333336
2019-11-03 10,14927.016666666668
2019-11-03 11,14614.003333333334
2019-11-03 12,14160.232499999998
2019-11-03 13,14034.865833333331
2019-11-03 14,13410.443333333335
2019-11-03 15,13047.0575
2019-11-03 16,14043.031666666668
2019-11-03 17,14960.398333333336
2019-11-03 18,15265.291666666666
2019-11-03 19,14603.718333333332
2019-11-03 20,14561.465000000002
2019-11-03 21,14404.841666666667
2019-11-03 22,13341.810833333331
2019-11-03 23,12363.335000000001
2019-11-04 00,11344.386666666665
2019-11-04 01,11612.440833333334
2019-11-04 02,11707.786666666665
2019-11-04 03,11306.763333333334
2019-11-04 04,11898.2525
2019-11-04 05,13552.585833333333
2019-11-04 06,15647.655
2019-11-04 07,15454.429166666669
2019-11-04 08,14697.299999999997
2019-11-04 09,14741.309166666666
2019-11-04 10,13686.731666666668
2019-11-04 11,13988.564166666665
2019-11-04 12,14101.950833333334
2019-11-04 13,14178.349166666665
2019-11-04 14,14036.591666666669
2019-11-04 15,13815.092499999999
2019-11-04 16,15902.33583333333
2019-11-04 17,16358.041666666666
2019-11-04 18,17076.06583333333
2019-11-04 19,16341.650833333335
2019-11-04 20,15976.210833333336
2019-11-04 21,14527.766666666668
2019-11-04 22,12317.253333333332
2019-11-04 23,11943.074999999999
2019-11-05 00,12636.210833333333
2019-11-05 01,12020.327500000001
2019-11-05 02,11696.183333333332
2019-11-05 03,12420.552499999998
2019-11-05 04,12530.216666666667
2019-11-05 05,14571.832500000002
2019-11-05 06,15519.6075
2019-11-05 07,16365.317500000003
2019-11-05 08,16743.741666666665
2019-11-05 09,14653.600833333336
2019-11-05 10,13153.191666666668
2019-11-05 11,13025.604999999998
2019-11-05 12,13902.146666666667
2019-11-05 13,14197.305
2019-11-05 14,11428.131666666666
2019-11-05 15,14664.285833333335
2019-11-05 16,17246.98166666667
2019-11-05 17,18829.4575
2019-11-05 18,18564.129166666666
2019-11-05 19,17244.623333333333
2019-11-05 20,16597.415833333336
2019-11-05 21,14865.56
2019-11-05 22,14705.530833333332
2019-11-05 23,13875.228333333333
2019-11-06 00,12806.400000000001
2019-11-06 01,12500.316666666668
2019-11-06 02,11607.050833333335
2019-11-06 03,11401.029166666665
2019-11-06 04,11689.270833333334
2019-11-06 05,14463.936666666668
2019-11-06 06,16843.2025
2019-11-06 07,17005.295833333334
2019-11-06 08,15475.875833333337
2019-11-06 09,14786.894166666665
2019-11-06 10,14528.010000000002
2019-11-06 11,14736.950833333334
2019-11-06 12,14829.290833333333
2019-11-06 13,14796.735
2019-11-06 14,15274.224166666667
2019-11-06 15,16363.585
2019-11-06 16,18494.644166666665
2019-11-06 17,20267.495
2019-11-06 18,20126.986666666664
2019-11-06 19,18724.58083333333
2019-11-06 20,17719.431666666664
2019-11-06 21,16392.545000000002
2019-11-06 22,14964.864166666664
2019-11-06 23,13125.929166666669
2019-11-07 00,13084.990833333331
2019-11-07 01,12698.061666666666
2019-11-07 02,12412.771666666666
2019-11-07 03,12319.813333333332
2019-11-07 04,12808.8025
2019-11-07 05,14026.510000000002
2019-11-07 06,16986.960833333334
2019-11-07 07,17569.05
2019-11-07 08,15490.765833333331
2019-11-07 09,14514.69
2019-11-07 10,13969.6725
2019-11-07 11,13909.26
2019-11-07 12,14523.475833333336
2019-11-07 13,14650.745
2019-11-07 14,15201.32
2019-11-07 15,16641.87083333333
2019-11-07 16,18942.17583333333
2019-11-07 17,20065.782499999998
2019-11-07 18,19847.295833333334
2019-11-07 19,18344.798333333336
2019-11-07 20,17651.144166666665
2019-11-07 21,16501.185833333333
2019-11-07 22,14078.827500000001
2019-11-07 23,13280.890833333333
2019-11-08 00,13494.695833333331
2019-11-08 01,13818.041666666666
2019-11-08 02,13816.135
2019-11-08 03,13777.855833333333
2019-11-08 04,13868.5625
2019-11-08 05,14824.314166666663
2019-11-08 06,17615.735833333332
2019-11-08 07,17550.959166666667
2019-11-08 08,16812.101666666666
2019-11-08 09,15366.919166666667
2019-11-08 10,14585.417499999998
2019-11-08 11,14544.994999999997
2019-11-08 12,14231.219166666668
2019-11-08 13,14734.151666666665
2019-11-08 14,14752.370833333334
2019-11-08 15,15952.115833333331
2019-11-08 16,19908.385000000002
2019-11-08 17,22996.406666666666
2019-11-08 18,21474.37083333333
2019-11-08 19,20002.373333333333
2019-11-08 20,19021.731666666663
2019-11-08 21,17017.29333333333
2019-11-08 22,15102.89416666667
2019-11-08 23,14371.510833333332
2019-11-09 00,12936.11
2019-11-09 01,12780.588333333331
2019-11-09 02,12766.314166666665
2019-11-09 03,12665.535000000002
2019-11-09 04,12805.808333333336
2019-11-09 05,13351.831666666667
2019-11-09 06,13920.039166666667
2019-11-09 07,13185.881666666668
2019-11-09 08,13610.133333333331
2019-11-09 09,13197.612499999997
2019-11-09 10,13323.265833333333
2019-11-09 11,13314.245
2019-11-09 12,13336.15
2019-11-09 13,13287.8975
2019-11-09 14,13056.64
2019-11-09 15,13644.473333333333
2019-11-09 16,15702.976666666667
2019-11-09 17,17805.504166666666
2019-11-09 18,17104.235833333332
2019-11-09 19,15680.990833333335
2019-11-09 20,14426.836666666664
2019-11-09 21,14043.096666666666
2019-11-09 22,13671.4275
2019-11-09 23,13251.95416666667
2019-11-10 00,12568.97666666667
2019-11-10 01,12587.649166666668
2019-11-10 02,12584.287499999999
2019-11-10 03,12930.809166666666
2019-11-10 04,13474.8825
2019-11-10 05,13587.606666666668
2019-11-10 06,13791.778333333334
2019-11-10 07,12764.503333333334
2019-11-10 08,12512.152500000002
2019-11-10 09,12888.478333333334
2019-11-10 10,13254.036666666667
2019-11-10 11,13362.285833333333
2019-11-10 12,13430.240833333335
2019-11-10 13,13494.781666666664
2019-11-10 14,13572.266666666668
2019-11-10 15,13717.805
2019-11-10 16,15956.100000000004
2019-11-10 17,18312.568333333333
2019-11-10 18,17702.881666666668
2019-11-10 19,16095.729166666666
2019-11-10 20,14795.2525
2019-11-10 21,14867.705833333332
2019-11-10 22,14097.699999999997
2019-11-10 23,13464.935
2019-11-11 00,14439.205
2019-11-11 01,13859.828333333333
2019-11-11 02,14176.035833333333
2019-11-11 03,14632.720833333335
2019-11-11 04,14733.701666666668
2019-11-11 05,15611.084166666666
2019-11-11 06,17905.041666666668
2019-11-11 07,17215.908333333333
2019-11-11 08,16896.400833333333
2019-11-11 09,16403.189166666667
2019-11-11 10,15647.717499999997
2019-11-11 11,15249.798333333334
2019-11-11 12,15143.226666666667
2019-11-11 13,15442.286666666669
2019-11-11 14,7881.566666666667
2019-11-11 15,17194.440000000002
2019-11-11 16,19593.534166666665
2019-11-11 17,21930.745833333334
2019-11-11 18,21049.0375
2019-11-11 19,20200.3625
2019-11-11 20,19387.781666666666
2019-11-11 21,16818.475000000002
2019-11-11 22,14460.134166666669
2019-11-11 23,14859.890833333333
2019-11-12 00,14391.887499999997
2019-11-12 01,14020.919166666667
2019-11-12 02,13745.536666666667
2019-11-12 03,14383.747499999998
2019-11-12 04,14621.079166666665
2019-11-12 05,15902.204999999996
2019-11-12 06,18568.463333333333
2019-11-12 07,18435.400833333333
2019-11-12 08,17579.54
2019-11-12 09,17057.744166666667
2019-11-12 10,17563.42333333333
2019-11-12 11,16499.533333333333
2019-11-12 12,16431.693333333333
2019-11-12 13,16885.208333333332
2019-11-12 14,16400.3625
2019-11-12 15,19409.9075
2019-11-12 16,20767.569999999996
2019-11-12 17,20950.0025
2019-11-12 18,21519.420833333334
2019-11-12 19,20097.891666666663
2019-11-12 20,19956.425000000003
2019-11-12 21,18048.950833333332
2019-11-12 22,16429.435
2019-11-12 23,15465.553333333331
2019-11-13 00,15351.42083333333
2019-11-13 01,15112.136666666667
2019-11-13 02,14904.540833333334
2019-11-13 03,14966.123333333335
2019-11-13 04,14823.0
2019-11-13 05,16564.436666666665
2019-11-13 06,19664.289166666666
2019-11-13 07,19631.621666666662
2019-11-13 08,19169.519999999997
2019-11-13 09,18521.450833333332
2019-11-13 10,17578.2625
2019-11-13 11,18032.969166666666
2019-11-13 12,17668.536666666667
2019-11-13 13,17205.451666666664
2019-11-13 14,8905.891666666668
2019-11-13 15,18383.695833333335
2019-11-13 16,19202.66166666667
2019-11-13 17,21343.020833333332
2019-11-13 18,21195.574166666665
2019-11-13 19,20970.964166666665
2019-11-13 20,19679.201666666664
2019-11-13 21,18308.94166666667
2019-11-13 22,15948.296666666669
2019-11-13 23,14659.451666666666
2019-11-14 00,14407.526666666667
2019-11-14 01,14225.414166666667
2019-11-14 02,14625.960000000001
2019-11-14 03,14546.563333333332
2019-11-14 04,16015.034999999996
2019-11-14 05,18491.536666666667
2019-11-14 06,20282.233333333334
2019-11-14 07,19267.024166666666
2019-11-14 08,17134.704999999998
2019-11-14 09,16439.370000000003
2019-11-14 10,16457.77666666667
2019-11-14 11,16497.5175
2019-11-14 12,16372.926666666668
2019-11-14 13,16919.001666666667
2019-11-14 14,16740.727499999997
2019-11-14 15,18642.164166666666
2019-11-14 16,20007.186666666665
2019-11-14 17,21544.600000000002
2019-11-14 18,20452.845833333336
2019-11-14 19,19500.226666666666
2019-11-14 20,18978.049166666668
2019-11-14 21,17888.051666666666
2019-11-14 22,14673.824166666665
2019-11-14 23,14898.383333333331
2019-11-15 00,14506.375000000002
2019-11-15 01,14253.832499999999
2019-11-15 02,14049.128333333334
2019-11-15 03,14095.112500000001
2019-11-15 04,15402.434166666666
2019-11-15 05,16436.455833333333
2019-11-15 06,16973.74583333333
2019-11-15 07,17291.597500000003
2019-11-15 08,17221.789166666666
2019-11-15 09,16012.663333333336
2019-11-15 10,15225.675833333335
2019-11-15 11,15752.881666666668
2019-11-15 12,15515.8225
2019-11-15 13,15764.371666666668
2019-11-15 14,15477.429166666667
2019-11-15 15,17735.975000000002
2019-11-15 16,18889.491666666665
2019-11-15 17,19842.8125
2019-11-15 18,19047.074999999997
2019-11-15 19,19395.969166666666
2019-11-15 20,18632.181666666667
2019-11-15 21,17589.168333333335
2019-11-15 22,16441.475833333334
2019-11-15 23,16507.821666666667
2019-11-16 00,15136.039166666667
2019-11-16 01,14755.707499999999
2019-11-16 02,14533.332499999999
2019-11-16 03,14476.765000000001
2019-11-16 04,13911.6075
2019-11-16 05,14911.186666666666
2019-11-16 06,14807.488333333333
2019-11-16 07,14142.702499999998
2019-11-16 08,14194.956666666667
2019-11-16 09,15369.435
2019-11-16 10,14931.085
2019-11-16 11,14564.565833333334
2019-11-16 12,14211.924166666666
2019-11-16 13,14362.735833333334
2019-11-16 14,14984.504999999997
2019-11-16 15,16303.01333333333
2019-11-16 16,16694.513333333332
2019-11-16 17,17245.6075
2019-11-16 18,17619.258333333335
2019-11-16 19,16660.21416666667
2019-11-16 20,15662.254166666668
2019-11-16 21,15450.885833333332
2019-11-16 22,15146.038333333332
2019-11-16 23,14720.233333333332
2019-11-17 00,13805.17
2019-11-17 01,13659.634166666669
2019-11-17 02,13582.6175
2019-11-17 03,13402.986666666666
2019-11-17 04,13626.330833333335
2019-11-17 05,13952.604999999998
2019-11-17 06,14159.04916666667
2019-11-17 07,14527.24416666667
2019-11-17 08,16722.849166666667
2019-11-17 09,18342.170833333334
2019-11-17 10,17073.091666666667
2019-11-17 11,15431.868333333334
2019-11-17 12,14846.351666666667
2019-11-17 13,15058.01
2019-11-17 14,15418.089166666667
2019-11-17 15,16297.909166666666
2019-11-17 16,17852.3475
2019-11-17 17,19332.93416666667
2019-11-17 18,18483.00833333333
2019-11-17 19,17800.751666666667
2019-11-17 20,16979.880833333333
2019-11-17 21,15913.5875
2019-11-17 22,15668.400833333333
2019-11-17 23,15558.963333333333
2019-11-18 00,15794.778333333335
2019-11-18 01,15232.514166666666
2019-11-18 02,15152.183333333334
2019-11-18 03,15129.425833333335
2019-11-18 04,15685.444999999998
2019-11-18 05,17307.017500000005
2019-11-18 06,19762.62
2019-11-18 07,19887.15166666667
2019-11-18 08,18124.30416666667
2019-11-18 09,17696.3675
2019-11-18 10,16711.341666666667
2019-11-18 11,16517.3675
2019-11-18 12,17047.23833333333
2019-11-18 13,17364.3625
2019-11-18 14,17353.74916666667
2019-11-18 15,18095.138333333336
2019-11-18 16,20523.03666666667
2019-11-18 17,21342.829166666663
2019-11-18 18,21315.07
2019-11-18 19,20702.3325
2019-11-18 20,18563.974166666667
2019-11-18 21,18518.2925
2019-11-18 22,16421.0325
2019-11-18 23,14687.429166666667
2019-11-19 00,14418.855833333333
2019-11-19 01,13567.562499999998
2019-11-19 02,13285.935
2019-11-19 03,13794.187500000002
2019-11-19 04,14048.144166666665
2019-11-19 05,15737.537499999999
2019-11-19 06,17938.3875
2019-11-19 07,17662.999166666665
2019-11-19 08,16429.712499999998
2019-11-19 09,15896.189999999997
2019-11-19 10,16320.206666666665
2019-11-19 11,15921.8825
2019-11-19 12,15736.839166666667
2019-11-19 13,16255.896666666667
2019-11-19 14,16319.006666666668
2019-11-19 15,17224.278333333332
2019-11-19 16,19044.37166666667
2019-11-19 17,19256.420000000002
2019-11-19 18,19337.3975
2019-11-19 19,18554.102499999997
2019-11-19 20,18019.215
2019-11-19 21,17889.399999999998
2019-11-19 22,15353.831666666665
2019-11-19 23,14474.377500000002
2019-11-20 00,14453.289166666664
2019-11-20 01,14430.872500000003
2019-11-20 02,13978.267500000002
2019-11-20 03,14474.249999999998
2019-11-20 04,14769.800833333333
2019-11-20 05,15814.544999999998
2019-11-20 06,19108.70333333333
2019-11-20 07,19040.661666666663
2019-11-20 08,18279.2625
2019-11-20 09,17486.460000000003
2019-11-20 10,17076.83
2019-11-20 11,16797.20333333333
2019-11-20 12,16560.055833333336
2019-11-20 13,16005.04083333333
2019-11-20 14,16301.66583333333
2019-11-20 15,17837.080833333333
2019-11-20 16,18613.428333333333
2019-11-20 17,19428.35583333333
2019-11-20 18,19398.998333333333
2019-11-20 19,19039.05083333333
2019-11-20 20,18983.062499999996
2019-11-20 21,17580.185833333333
2019-11-20 22,15600.9925
2019-11-20 23,15765.731666666667
2019-11-21 00,15096.189166666663
2019-11-21 01,14936.930000000002
2019-11-21 02,14514.348333333333
2019-11-21 03,14484.360833333334
2019-11-21 04,14508.716666666667
2019-11-21 05,16004.911666666667
2019-11-21 06,18774.23166666667
2019-11-21 07,18920.0
2019-11-21 08,19179.234166666673
2019-11-21 09,18721.135
2019-11-21 10,17843.249999999996
2019-11-21 11,17699.734166666665
2019-11-21 12,17205.17916666667
2019-11-21 13,17519.649166666666
2019-11-21 14,17514.522500000003
2019-11-21 15,19955.998333333333
2019-11-21 16,20134.890000000003
2019-11-21 17,21630.83583333333
2019-11-21 18,20300.44
2019-11-21 19,19900.80833333333
2019-11-21 20,19485.8
2019-11-21 21,19480.140833333335
2019-11-21 22,16340.802499999998
2019-11-21 23,16284.9225
2019-11-22 00,14531.978333333333
2019-11-22 01,14648.432499999997
2019-11-22 02,14506.470000000001
2019-11-22 03,14616.6475
2019-11-22 04,14856.907500000001
2019-11-22 05,17053.671666666665
2019-11-22 06,19998.740833333333
2019-11-22 07,19723.510833333334
2019-11-22 08,20288.1425
2019-11-22 09,19892.781666666666
2019-11-22 10,18718.663333333334
2019-11-22 11,18407.403333333332
2019-11-22 12,18218.98083333333
2019-11-22 13,17894.524999999998
2019-11-22 14,14999.894999999999
2019-11-22 15,19049.9475
2019-11-22 16,20229.0625
2019-11-22 17,21713.3075
2019-11-22 18,20991.624999999996
2019-11-22 19,20230.647500000003
2019-11-22 20,19607.657499999998
2019-11-22 21,19090.725000000002
